NAME,CATEGORY,STREET ADDRESS,ADDRESS,CITY,ZIP CODE,COUNTRY NAME,COUNTRY CODE,PHONE,EMAIL,WEBSITE,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,URL,BOOKING LINK,SCORE,RATINGS,OPENING HOURS,MAIN IMAGE URL,DESCRIPTION,POI
Bodmin Leisure Centre,"Leisure centre, Fitness centre, Gym, Indoor playground, Pickleball court, Football pitch, Squash court, Swimming pool, Swimming school, Tennis court",,"Lostwithiel Rd, Bodmin PL31 1DE",Bodmin,PL31 1DE,United Kingdom,GB,0120875715,bodmin@gll.org,https://www.better.org.uk/leisure-centre/cornwall/bodmin-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://x.com/gll_uk, https://twitter.com/better_uk",https://www.google.com/maps?cid=10459301408181281853,,4.3,260,"Monday: 6:30am-9pm, Tuesday: 6:30am-9pm, Wednesday: 6:30am-9pm, Thursday: 6:30am-9pm, Friday: 6:30am-8pm, Saturday: 7:30am-4pm, Sunday: 9am-4pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwaaacyIi84HIWk4B32CD8SWAGNTa54c6rBJbk_b4XhbtvBuFXJVqxJ3NZA0l8HSF9osnp5CPWjeURHqlHyTaZUUDrUBeQVdYnnukTE9VnDtANKcNit_BLJrtg0YxAD5k6wOoKvDw,,
BOUNC,Padel club,"K4, Ordnance Rd","K4, Ordnance Rd, Buckshaw Village, Chorley PR7 7EL",Chorley,PR7 7EL,United Kingdom,GB,,,https://www.instagram.com/bounc.pdl,,https://www.instagram.com/bounc.pdl,,,https://www.google.com/maps?cid=13612697922717076398,,5,39,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxOKby_DW1xSb6qln3bELBgkDjYOCw4f0fxYqkTKXFW2vvdqlVYAPTP8U3ubWOsFZ9P5hNUXPkSWrmNrKuc7UKc8CCf37yFlzWbto4ZvkyzTEfKrTd9HJPrA44OjQZryGlo23V6hOWTxlY,,
Brakepoint Padel Club,Padel club,Unit 4c Simmonds Rd,"Unit 4c Simmonds Rd, Canterbury CT1 3RA",Canterbury,CT1 3RA,United Kingdom,GB,01227506478,info@brakepointpadel.co.uk,https://brakepointpadel.co.uk/,,,,,https://www.google.com/maps?cid=9652946948700363881,,4.9,17,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 6am-11pm, Sunday: 6am-11pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOnQEVYPj0rWfpdDhFgLcc92OOnUeXyfD4T2qad6cxf3YTSHxIO2GyCeoC2xdpz0UcYs_Lcgi1AgoIXWG0_RGz7MQ_W_YdO_StFXlmfugbl4pnv0JUUATL6jznO9TMLHl31bXOx-uxZGku,,"Wheelchair-accessible car park, Toilet"
Brean Padel,Padel court,Red Rd,"Red Rd, Burnham-on-Sea TA8 2FG",Burnham-on-Sea,TA8 2FG,United Kingdom,GB,01278752111,groups@unityholidays.co.uk,https://www.breancountryclub.co.uk/the-padel-courts,https://www.facebook.com/unitybrean,https://www.instagram.com/holidayresortunity,,https://x.com/breansands,https://www.google.com/maps?cid=2897854218650406340,,5,1,"Monday: 9am-8pm, Tuesday: 9am-8pm, Wednesday: 9am-8pm, Thursday: 9am-8pm, Friday: 9am-8pm, Saturday: 9am-8pm, Sunday: 9am-5pm",https://lh3.googleusercontent.com/p/AF1QipO3RRrILpq1GKo4whISKEbO9hG9zoT7uTl70JuR,,"Wheelchair-accessible car park, Credit cards, Debit cards, NFC mobile payments"
Brentwood Padel Club,"Sports club, Service establishment",,,,,,,07973117427,info@padel123.co.uk,https://www.padel123.co.uk/,https://www.facebook.com/brentwoodpadelclub,,,,https://www.google.com/maps?cid=10313321668845949420,,,,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipNKIda6jjWBRx4iy62ZI5Ww0cagX_-9ObMVik3a,,
Brio Northgate,"Leisure centre, Badminton court, Gym, Pickleball court, Public swimming pool, Squash court, Table tennis facility",,"Victoria Rd, Chester CH2 2AU",Chester,CH2 2AU,United Kingdom,GB,01244380444,northgate@brioleisure.org,https://www.brioleisure.org/centres/brio-northgate,"https://www.facebook.com/brioleisure, https://www.facebook.com/northgatearena",https://www.instagram.com/brio_leisure,,,https://www.google.com/maps?cid=4334390042553380055,,3.8,1197,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-10pm, Saturday: 8am-8pm, Sunday: 8am-8pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwM3h7XkYVHGXREJj19uJxONlVfoRTfbvVg2mHX0Qnkgn1BcMbN69pshdSDjtkUbaMTu2CjFBK178ZoB-vLXabHExKqPFrXQqR3RWsLkbDYSWUX7TiUWuRQc9V1mWJRFygFmPGolg,,
British Padel Academy,Padel club,30 White House Rd,"30 White House Rd, Ipswich IP1 5LT",Ipswich,IP1 5LT,United Kingdom,GB,07800753628,hello@britishpadelacademy.com,https://www.britishpadelacademy.com/,https://www.facebook.com/britishpadelacademy,https://www.instagram.com/britishpadelacademy,,,https://www.google.com/maps?cid=1735730328769261889,https://www.britishpadelacademy.com/?utm_source=organic&utm_medium=GMB,5,28,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipP3wC0yvMMmj3yOC9IrZwEdhlQI2FaklhZuefBF,,Toilet
Broughton Padel,Sports club,26 Whittingham Ln,"26 Whittingham Ln, Broughton, Preston PR3 5DA",Preston,PR3 5DA,United Kingdom,GB,07777685210,,https://clubspark.lta.org.uk/BroughtonPadel,,,,,https://www.google.com/maps?cid=1852542171817419473,,5,2,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipM1DpTVEEQXlrm5E0mT-BrHf_PrsgAYqZ0p5JxX,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, On-site parking"
Burnholme Sports Centre,"Sports complex, Badminton court, Fitness centre, Gym, Indoor playground, Pickleball court, Football pitch, Leisure centre","Burnholme Sports Centre, Mossdale Ave.","Burnholme Sports Centre, Mossdale Ave., Tang Hall, York YO31 0HA",York,YO31 0HA,United Kingdom,GB,01904403063,,https://www.better.org.uk/leisure-centre/york/burnholme?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://twitter.com/better_uk, https://x.com/gll_uk",https://www.google.com/maps?cid=8539076507572011152,,4.6,111,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 8am-4pm, Sunday: 8am-4pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJ0ZjiCq8pcnaNsAxMdonsu96FtP4jrGYOHFLjayKHn2jw4VSVy_W4QG9ajK6MS8fSlyLLCLkwQmqd5f16QGgSXkHCUfPTh5RGY35yT3-h35MXshDprmKYsB3TB-RpkCmYUSL1,,
"Buxton Sports Centre, Harpur Hill","Sports complex, Badminton court, Basketball court, Pickleball court",Trenchard Dr,"Trenchard Dr, Buxton SK17 9JY",Buxton,SK17 9JY,United Kingdom,GB,07791028138,hhsportscentre@gmail.com,http://buxtonsportscentre.org/,https://www.facebook.com/buxtonsportscentre,https://www.instagram.com/buxtonsportscentre,,,https://www.google.com/maps?cid=871327736151025078,,4.5,13,"Monday: 9am-10pm, Tuesday: 9am-10pm, Wednesday: 9am-10pm, Thursday: 9am-10pm, Friday: 9am-10pm, Saturday: 9am-10pm, Sunday: 9am-10pm",https://lh3.googleusercontent.com/p/AF1QipP262FbeybgGQIf3_JfDX5G2SuyhVqT1oXxt0IP,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, On-site parking"
Cafe and Clubhouse at The Padel Club Cheltenham,Coffee shop,Runnings Rd,"Runnings Rd, Cheltenham GL51 9NQ",Cheltenham,GL51 9NQ,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=11773807926029854741,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Dine-in, Great coffee, Great dessert, Great tea selection, Solo dining, Wheelchair-accessible car park, Wheelchair-accessible entrance, Coffee, Quick bite, Dessert, Toilet, Casual, Groups, Tourists, Credit cards, Debit cards, NFC mobile payments"
Carbon Padel Club,Padel club,"Unit 9, Vaughan Street Industrial Estate, Vaughan St","Unit 9, Vaughan Street Industrial Estate, Vaughan St, West Gorton, Manchester M12 5BT",Manchester,M12 5BT,United Kingdom,GB,07395606835,hello@carbonpadelclub.co.uk,https://carbonpadelclub.co.uk/,,https://www.instagram.com/carbonpadelclub,,,https://www.google.com/maps?cid=3856376620808763963,,4.8,85,"Monday: 6am-12am, Tuesday: 6am-12am, Wednesday: 6am-12am, Thursday: 6am-12am, Friday: 6am-12am, Saturday: 6am-12am, Sunday: 6am-12am",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcnRGVOjSQ9PvGS0TcYoQ8cer34EZ_KthH0zgJPTrx1guCIS3fIbMaJshM9-73WdwwPAHpNxiYaD8TJtzVR_c6KxfbfUFYcYGINR9_b1zkInIJQtMQTO6L_Szl9letpkrto426V8HwTdTH,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Free parking lot, On-site parking"
Carbon Padel Ltd,Warehouse,"Gladman House, Alexandria Way","Gladman House, Alexandria Way, Congleton CW12 1LB",Congleton,CW12 1LB,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=1597337265647460560,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
Cardiff Pickleball Club,Sports club,,Cardiff CF23 5EP,Cardiff,,United Kingdom,GB,,,https://www.cardiffpickleballclub.co.uk/,,,,,https://www.google.com/maps?cid=12345570847739236811,,5,3,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylQUqmqQhe3oNd5ldTZWfoIiaCJ9aF3UWo77Q6YncyNa8kV-YNMwsW_hwKu-dC__XcXsJ8KGpAOgpCSbWNtNxaVrhlcyGEwtKBt-y32wSK_u2GdY4DBWjqSFlhopMFAa_JX6VelujENcEq,,Toilet
Carisbrooke Lawn Tennis Club,"Tennis club, Bar, Events Venue, Pickleball court",Kenwood Rd,"Kenwood Rd, Leicester LE2 3PJ",Leicester,LE2 3PJ,United Kingdom,GB,07816067652,enquiries@carisbrooketennis.co.uk,http://carisbrooketennis.co.uk/,,,,,https://www.google.com/maps?cid=14829402136787042904,https://www.carisbrooketennis.co.uk/clubhouse-hire,4.7,103,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-12am, Saturday: 7am-12am, Sunday: 7am-11pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbSDmRbmjtSKcWpebf2biGYpMmLCqMwBurmdd1smTZzfc0JM6UC5me_WG4D1cSJHOVSsYUmijC_BqxhneBi1goJrYtuNOxV3VJRg3eg5xEwtXrSlFSojQWDHteTqQoPVqvhK790Q,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi, Swimming pool, Membership required, Free of charge street parking, Free parking lot, On-site parking"
Carterton Leisure Centre,"Leisure centre, Badminton court, Fitness centre, Gym, Indoor playground, Netball club, Pickleball court, Sports complex, Swimming pool, Table tennis facility",,"Broadshires Way, Carterton OX18 1AA",Carterton,OX18 1AA,United Kingdom,GB,01993840933,,https://www.better.org.uk/leisure-centre/west-oxfordshire/carterton-leisure-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://twitter.com/better_uk, https://x.com/gll_uk",https://www.google.com/maps?cid=7323554691249684754,,4.2,310,"Monday: 6am-10pm, Tuesday: 6am-10pm, Wednesday: 6am-10pm, Thursday: 6am-10pm, Friday: 6am-10pm, Saturday: 7am-5pm, Sunday: 7am-5pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTGZovsHd4iTTN-D262EPJu4dte1jV6qz8_jUMCkCo9zMG4er9_k4g9oJ-vE5FN7kEBy8ZBn5ouN9wl8F42GzMndcWvGB_QxJvxqWbWVxxyDyFI-I45t9jQO9j_lFKa3W7N2AW,"Swimming and sports centre offering 25m and learner pools, a gym, exercise programmes and a creche.",
Cartmell Pickleball,Sports club,17 Lune Rd,"17 Lune Rd, Lancaster LA1 5QU",Lancaster,LA1 5QU,United Kingdom,GB,07523866116,,https://clubspark.lta.org.uk/CartmellTennisCoaching,,,,,https://www.google.com/maps?cid=8076632977609393298,,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,Toilet
Casa del Padel,"Padel court, Pickleball court","Enterprise House, 17 Cherry Farm Cl","Enterprise House, 17 Cherry Farm Cl, Malton YO17 6AS",Malton,YO17 6AS,United Kingdom,GB,07951321198,,https://casadelpadel.club/,https://www.facebook.com/people/casa-del-padel/61573556875000,https://www.instagram.com/casadelpadel_,,,https://www.google.com/maps?cid=17019064060680789050,,4.8,14,"Monday: 6am-10pm, Tuesday: 6am-10pm, Wednesday: 6am-10pm, Thursday: 6am-10pm, Friday: 6am-10pm, Saturday: 8am-8pm, Sunday: 8am-8pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpfFrPzkiYvjXpnSlQaA9PG3CEQLUXp5cUNAx4H4B7-6aRdCEJgrn0J8HNEYbjA-TMMWFIXU-RMSL6ASeiIiEV-luuf8WbeptJFQssmWNzau_T1ZCqBO-7xSEnu9ZCtWunT3k,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Credit cards, Debit cards, NFC mobile payments, On-site parking"
Castle Acre Tennis and Pickleball Club,Sports club,114 St James Green,"114 St James Green, Castle Acre, King's Lynn PE32 2BB",King's Lynn,PE32 2BB,United Kingdom,GB,,,https://clubspark.lta.org.uk/castle-acre-tennis-and-pickleball-club,,,,,https://www.google.com/maps?cid=1488498914997505331,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
Catford Padel Collective,Sports club,"Catford Wanderers Sports Club, Beckenham Hill Rd","Catford Wanderers Sports Club, Beckenham Hill Rd, London SE6 3NU",London,SE6 3NU,United Kingdom,GB,,hello@padelcollective.club,https://www.padelcollective.club/,,https://www.instagram.com/catfordpadelcollective,,,https://www.google.com/maps?cid=16389716456946588654,,5,2,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,Toilet
Centre Court Padel,Sports club,Ruskin Sports Village,"Ruskin Sports Village, Saint Helens WA10 6RP",Saint Helens,WA10 6RP,United Kingdom,GB,,info@centrecourtpadel.com,https://www.centrecourtpadel.com/,https://www.facebook.com/profile.php,https://www.instagram.com/centrecourt_padel,,,https://www.google.com/maps?cid=7808238813402060169,,3.6,7,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-9pm, Sunday: 7am-9pm",https://lh3.googleusercontent.com/p/AF1QipPThHeMA1KUWp8vbfiy1BXI3mFnh1gWSQD7OGI1,,"Wheelchair-accessible car park, Toilet"
Cherry Hinton Village Leisure Centre,"Leisure centre, Badminton court, Basketball court, Fitness centre, Function room facility, Gym, Pickleball court, Football Practice, Sports complex",,"Colville Rd, Cherry Hinton, Cambridge CB1 9EJ",Cambridge,CB1 9EJ,United Kingdom,GB,01223576412,,https://www.better.org.uk/leisure-centre/cambridge/cherryhintonvillageleisurecentre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://x.com/gll_uk, https://twitter.com/better_uk",https://www.google.com/maps?cid=12684709851625882459,,4.4,168,"Monday: 9am-9:30pm, Tuesday: 9am-9:30pm, Wednesday: 9am-9:30pm, Thursday: 4-9pm, Friday: 11am-8pm, Saturday: 9am-5pm, Sunday: 9am-1pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKYq_j78PmVj_cNhn89jxwDBIIAp31vhx8ut2oCs1bisAFs0D4vVSv_LeIiVje4IIrW3F0nk_wsbg0yc2qr7tx21nuyoZV8mLKn6CdEePmsGtwQN91U1xxxEjPHOWdbnmGS_jgsA,,
Cheshire Padel,Padel court,Newcastle Rd,"Newcastle Rd, Nantwich CW5 7EP",Nantwich,CW5 7EP,United Kingdom,GB,07502621856,cheshirepadel@gmsil.com,https://www.cpadel.co.uk/,,,,,https://www.google.com/maps?cid=3076470019264210942,https://playtomic.io/cheshire-padel-open-19th-august/805ef29e-4598-4bf3-b549-d5d5b7be6618?search__dateValue=2024-07-13&search__sportValue=PADEL&search__timeValue=21%3A00,5,20,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipN5JsCf8cdXHjNSrVMd6jtT2u5RsMKVcQ8WFAeD,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Credit cards, Debit cards, NFC mobile payments, Free parking lot, On-site parking"
Chester and North Wales Golf Academy & Padel Tennis,"Padel court, Golf driving range","Chester Road, Bretton","Chester Road, Bretton, Chester CH4 0DF",Chester,CH4 0DF,United Kingdom,GB,01244683999,scott.booth@foremostgolf.com,https://www.cnwgolfacademy.co.uk/,,,,,https://www.google.com/maps?cid=10439783890397364405,,4.7,184,"Monday: 10am-9pm, Tuesday: 10am-9pm, Wednesday: 10am-9pm, Thursday: 10am-9pm, Friday: 10am-9pm, Saturday: 8am-7pm, Sunday: 8am-7pm",https://lh3.googleusercontent.com/p/AF1QipN8g1pThRw0iYoqh_PMYi2G0q5fwWjq0KIsOeqJ,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Credit cards, Debit cards, NFC mobile payments, Credit cards, On-site parking"
Chichester Racquets & Fitness Club,"Sports club, Fitness centre, Gym, Padel club, Squash club, Tennis club",Oaklands Park,"Oaklands Park, Chichester PO19 6AR",Chichester,PO19 6AR,United Kingdom,GB,01243785664,reception@crafc.co.uk,http://crafc.co.uk/,https://facebook.com/crafc64,,,https://twitter.com/crafc64,https://www.google.com/maps?cid=15560912092577471359,,4.6,84,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-11pm, Saturday: 8am-8pm, Sunday: 8am-7pm",https://lh3.googleusercontent.com/p/AF1QipOcz5t2x-AFBMs5SjdvnTTlRGkMu2min6dytxmq,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi, LGBTQ+ friendly, On-site parking"
Church Broughton Tennis Club,"Tennis club, Padel court, Tennis court",Bent Ln,"Bent Ln, Church Broughton, Derby DE65 5BA",Derby,DE65 5BA,United Kingdom,GB,07375354948,,https://clubspark.lta.org.uk/ChurchBroughtonTennisClub,,,,,https://www.google.com/maps?cid=18342297405838419685,,4.7,11,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipNWOFkcj1XJfElHZzKbCZ_UxW0VPp4qd3e5wJPw,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, LGBTQ+ friendly, Transgender safe space"
City Padel Exeter,Padel club,"Unit A, B, Hill Barton Business Park, Mushroom Rd","Unit A, B, Hill Barton Business Park, Mushroom Rd, Clyst St Mary, Exeter EX5 1SB",Exeter,EX5 1SB,United Kingdom,GB,01392305507,,http://www.citypadelexeter.com/,https://www.facebook.com/profile.php,"https://www.instagram.com/citypadelexeter/, https://www.instagram.com/citypadelexeter",,,https://www.google.com/maps?cid=7119925637358540027,,4.9,41,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipMErLGIiZD0bi11_rb7ORXQeIJZ4-21d1pyQNgb,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Gender-neutral toilets, Toilet, Wi-Fi, LGBTQ+ friendly, Free parking lot, On-site parking"
Club de Padel,Padel club,Owen St.,"Owen St., Manchester M15 4YB",Manchester,M15 4YB,United Kingdom,GB,07881686904,hey@clubdepadel.co.uk,https://www.clubdepadel.co.uk/,,https://www.instagram.com/clubdepadeluk,https://www.linkedin.com/company/club-de-padel,,https://www.google.com/maps?cid=9339516038766036155,,4.6,74,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiCuQ-bPKUgT_kJnOaujpJKUpp_FCoSgKSkXMgtXsYqj_Tw2hRLWOyTL_byT1qEDdRUYue_su6nWO4KBADwqa5QXnj2TrSNRf817UHYBZiPMnZ1yoZEXwmvhcBBxwpTmme-1bqvg,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Club de Padel Sheffield,Padel club,Boyland St,"Boyland St, Neepsend, Sheffield S3 8AS",Sheffield,S3 8AS,United Kingdom,GB,07933846742,hey@clubdepadel.co.uk,https://www.clubdepadel.co.uk/,,https://www.instagram.com/clubdepadeluk,https://www.linkedin.com/company/club-de-padel,,https://www.google.com/maps?cid=18423954728856732831,,4.6,23,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 6am-11pm, Sunday: 6am-11pm",https://lh3.googleusercontent.com/p/AF1QipMvVswYBrDp0QoRLW_HZhUDQnBIBXFMwivXUyA2,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi"
Club Kingswood,"Padel court, Beauty Salon, Fitness centre, Gym, Pilates studio, Sauna, Squash court, Swimming pool, Weightlifting area, Yoga studio",Clayhill Ln,"Clayhill Ln, Basildon SS16 5JP",Basildon,SS16 5JP,United Kingdom,GB,01268522954,info@clubkingswood.co.uk,http://www.clubkingswood.co.uk/,https://www.facebook.com/clubkingswood,https://www.instagram.com/clubkingswood,,,https://www.google.com/maps?cid=6078146477875548838,https://clubkingswood.co.uk/contact-us-1#0817c72b-82e2-42c1-a8b6-2bfc1c0f2083,4.8,277,"Monday: 6am-10:30pm, Tuesday: 6am-10:30pm, Wednesday: 6am-10:30pm, Thursday: 6am-10:30pm, Friday: 6am-10:30pm, Saturday: 8am-6:30pm, Sunday: 8am-6:30pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwsup0A8VMI45Au5zLcpg_ybSBoUPIQrt5-L8iITvwfShZu_-dFET8pqtGDIsE9evFxAsry-Hay_Gf4dydPlXk8VEHEnQwVGn5QLgtDB6gayFWQENMaU_GclpbRkhR5qaTjG-b-A,,"Outdoor services, On-site services, Online classes (no), Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet (no), Child care, Restaurant, Swimming pool, Toilet, Wi-Fi, Wi-Fi, Swimming pool, Shower, Membership required, Credit cards, Debit cards, NFC mobile payments, Credit cards, On-site parking"
